[2026-03-17T10:40:03.729788] TQQQ | precision_buy_algorithm | SMA57 | President 45 | 3M | critical | TQQQ PRECISION BUY SMA57 [President 45] 3M | PRECISION BUY — SMA 57 at 48.27 | OHLC4 48.27 (current bar) | Close 48.27 | Hard stop: 48.26 | Drawdown 1.0% from 48.76 | TF: 3M
[2026-03-18T09:18:58.822813] QID | automated_short_order | SMA46 | Time (365) | 1M | critical | QID AUTO SHORT SMA46 [Time (365)] 1M | AUTO SHORT — SMA 46 at 21.15 | OHLC4 21.14 (current bar) | Close 21.13 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:18:58.825492] QID | automated_short_order | SMA91 | Time (365) | 1M | critical | QID AUTO SHORT SMA91 [Time (365)] 1M | AUTO SHORT — SMA 91 at 21.15 | OHLC4 21.14 (current bar) | Close 21.13 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:18:58.846904] QID | automated_short_order | SMA92 | Time (366) | 1M | critical | QID AUTO SHORT SMA92 [Time (366)] 1M | AUTO SHORT — SMA 92 at 21.15 | OHLC4 21.14 (current bar) | Close 21.13 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:18:58.938262] QID | automated_short_order | SMA47 | President 47 | 1M | critical | QID AUTO SHORT SMA47 [President 47] 1M | AUTO SHORT — SMA 47 at 21.15 | OHLC4 21.14 (current bar) | Close 21.13 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:18:58.940413] QID | automated_short_order | SMA94 | President 47 | 1M | critical | QID AUTO SHORT SMA94 [President 47] 1M | AUTO SHORT — SMA 94 at 21.15 | OHLC4 21.14 (current bar) | Close 21.13 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:19:00.266127] QID | automated_short_order | SMA22 | LUCKY (777) | 2M | critical | QID AUTO SHORT SMA22 [LUCKY (777)] 2M | AUTO SHORT — SMA 22 at 21.15 | OHLC4 21.14 (current bar) | Close 21.12 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:00.355440] QID | automated_short_order | SMA23 | Time (365) | 2M | critical | QID AUTO SHORT SMA23 [Time (365)] 2M | AUTO SHORT — SMA 23 at 21.15 | OHLC4 21.14 (current bar) | Close 21.12 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:00.467796] QID | automated_short_order | SMA24 | President 47 | 2M | critical | QID AUTO SHORT SMA24 [President 47] 2M | AUTO SHORT — SMA 24 at 21.15 | OHLC4 21.14 (current bar) | Close 21.12 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:00.483633] QID | automated_short_order | SMA752 | President 47 | 2M | critical | QID AUTO SHORT SMA752 [President 47] 2M | AUTO SHORT — SMA 752 at 21.15 | OHLC4 21.14 (current bar) | Close 21.12 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:01.959586] QID | automated_short_order | SMA33 | EVIL (666) | 3M | critical | QID AUTO SHORT SMA33 [EVIL (666)] 3M | AUTO SHORT — SMA 33 at 21.15 | OHLC4 21.14 (current bar) | Close 21.12 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:19:02.034830] QID | automated_short_order | SMA548 | Waring's Problem | 3M | critical | QID AUTO SHORT SMA548 [Waring's Problem] 3M | AUTO SHORT — SMA 548 at 21.15 | OHLC4 21.14 (current bar) | Close 21.12 | Hard stop: 21.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:19:03.603014] QID | singular_point_hard_stop | SMA23 | Time (366) | 5M | critical | QID HARD STOP SMA23 [Time (366)] 5M | HARD STOP — SMA 23 at 21.13 | Breach above $-0.02 | Close 21.11, High 21.16 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:19:16.299364] PSQ | automated_short_order | SMA20 | NASDAQ System | 2M | critical | PSQ AUTO SHORT SMA20 [NASDAQ System] 2M | AUTO SHORT — SMA 20 at 31.08 | OHLC4 31.08 (prev bar) | Close 31.08 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:16.407695] PSQ | automated_short_order | SMA22 | LUCKY (777) | 2M | critical | PSQ AUTO SHORT SMA22 [LUCKY (777)] 2M | AUTO SHORT — SMA 22 at 31.08 | OHLC4 31.08 (prev bar) | Close 31.08 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:16.527443] PSQ | automated_short_order | SMA23 | Time (365) | 2M | critical | PSQ AUTO SHORT SMA23 [Time (365)] 2M | AUTO SHORT — SMA 23 at 31.08 | OHLC4 31.08 (prev bar) | Close 31.08 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:16.530230] PSQ | automated_short_order | SMA46 | Time (365) | 2M | critical | PSQ AUTO SHORT SMA46 [Time (365)] 2M | AUTO SHORT — SMA 46 at 31.08 | OHLC4 31.08 (prev bar) | Close 31.08 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:16.546523] PSQ | singular_point_hard_stop | SMA23 | Time (366) | 2M | critical | PSQ HARD STOP SMA23 [Time (366)] 2M | HARD STOP — SMA 23 at 31.08 | Breach above $-0.02 | Close 31.06, High 31.09 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T09:19:16.642159] PSQ | automated_short_order | SMA47 | President 47 | 2M | critical | PSQ AUTO SHORT SMA47 [President 47] 2M | AUTO SHORT — SMA 47 at 31.08 | OHLC4 31.08 (prev bar) | Close 31.08 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:19:17.950663] PSQ | automated_short_order | SMA30 | Dow Jones System | 3M | critical | PSQ AUTO SHORT SMA30 [Dow Jones System] 3M | AUTO SHORT — SMA 30 at 31.08 | OHLC4 31.08 (prev bar) | Close 31.08 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:19:17.971462] PSQ | automated_short_order | SMA33 | EVIL (666) | 3M | critical | PSQ AUTO SHORT SMA33 [EVIL (666)] 3M | AUTO SHORT — SMA 33 at 31.08 | OHLC4 31.07 (current bar) | Close 31.06 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:19:19.545477] PSQ | automated_short_order | SMA300 | Dow Jones System | 5M | critical | PSQ AUTO SHORT SMA300 [Dow Jones System] 5M | AUTO SHORT — SMA 300 at 31.07 | OHLC4 31.07 (current bar) | Close 31.06 | Hard stop: 31.08 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:19:19.569844] PSQ | automated_short_order | SMA333 | EVIL (666) | 5M | critical | PSQ AUTO SHORT SMA333 [EVIL (666)] 5M | AUTO SHORT — SMA 333 at 31.08 | OHLC4 31.07 (current bar) | Close 31.06 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:19:19.603217] PSQ | automated_short_order | SMA888 | ICKY WOODS (888) | 5M | critical | PSQ AUTO SHORT SMA888 [ICKY WOODS (888)] 5M | AUTO SHORT — SMA 888 at 31.07 | OHLC4 31.07 (current bar) | Close 31.06 | Hard stop: 31.08 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:19:19.665742] PSQ | automated_short_order | SMA864 | Regression (432) | 5M | critical | PSQ AUTO SHORT SMA864 [Regression (432)] 5M | AUTO SHORT — SMA 864 at 31.08 | OHLC4 31.07 (current bar) | Close 31.06 | Hard stop: 31.09 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:19:19.751715] PSQ | automated_short_order | SMA288 | Time (144) | 5M | critical | PSQ AUTO SHORT SMA288 [Time (144)] 5M | AUTO SHORT — SMA 288 at 31.07 | OHLC4 31.07 (current bar) | Close 31.06 | Hard stop: 31.08 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:19:50.338576] UDOW | automated_short_order | SMA33 | EVIL (666) | 1M | critical | UDOW AUTO SHORT SMA33 [EVIL (666)] 1M | AUTO SHORT — SMA 33 at 52.37 | OHLC4 52.36 (current bar) | Close 52.37 | Hard stop: 52.38 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:19:50.362336] UDOW | automated_short_order | SMA11 | ICKY WOODS (888) | 1M | critical | UDOW AUTO SHORT SMA11 [ICKY WOODS (888)] 1M | AUTO SHORT — SMA 11 at 52.37 | OHLC4 52.36 (current bar) | Close 52.37 | Hard stop: 52.38 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:20:09.686148] SDOW | automated_short_order | SMA18 | Time (144) | 3M | critical | SDOW AUTO SHORT SMA18 [Time (144)] 3M | AUTO SHORT — SMA 18 at 34.53 | OHLC4 34.52 (prev bar) | Close 34.45 | Hard stop: 34.54 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:20:09.783317] SDOW | automated_short_order | SMA26 | SVIX (211) | 3M | critical | SDOW AUTO SHORT SMA26 [SVIX (211)] 3M | AUTO SHORT — SMA 26 at 34.52 | OHLC4 34.52 (prev bar) | Close 34.45 | Hard stop: 34.53 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:20:09.800307] SDOW | automated_short_order | SMA25 | Resource Missing (404) | 3M | critical | SDOW AUTO SHORT SMA25 [Resource Missing (404)] 3M | AUTO SHORT — SMA 25 at 34.53 | OHLC4 34.52 (prev bar) | Close 34.45 | Hard stop: 34.54 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:20:47.647502] DXD | automated_short_order | SMA20 | NASDAQ System | 3M | critical | DXD AUTO SHORT SMA20 [NASDAQ System] 3M | AUTO SHORT — SMA 20 at 21.69 | OHLC4 21.69 (prev bar) | Close 21.67 | Hard stop: 21.70 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:20:47.735617] DXD | automated_short_order | SMA19 | Waring's Problem | 3M | critical | DXD AUTO SHORT SMA19 [Waring's Problem] 3M | AUTO SHORT — SMA 19 at 21.69 | OHLC4 21.69 (prev bar) | Close 21.67 | Hard stop: 21.70 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:20:47.839928] DXD | automated_short_order | SMA18 | Time (144) | 3M | critical | DXD AUTO SHORT SMA18 [Time (144)] 3M | AUTO SHORT — SMA 18 at 21.69 | OHLC4 21.69 (prev bar) | Close 21.67 | Hard stop: 21.70 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:21:21.744086] IWM | optimized_buying_algorithm | SMA11 | ICKY WOODS (888) | 2M | high | IWM MAGNETIZED BUY SMA11 [ICKY WOODS (888)] 2M | MAGNETIZED BUY — SMA 11 at 248.44 | 3 penny + 1 near touches across 4/10 bars | 4.2x expected | Capitular low: 247.79 | HIGH VOL | TF: 2M
[2026-03-18T09:21:58.367426] TNA | optimized_buying_algorithm | SMA52 | SVIX (211) | 2M | high | TNA MAGNETIZED BUY SMA52 [SVIX (211)] 2M | MAGNETIZED BUY — SMA 52 at 45.03 | 4 penny + 3 near touches across 6/10 bars | 2.9x expected | Capitular low: 44.69 | HIGH VOL | TF: 2M
[2026-03-18T09:22:54.289671] VXX | optimized_buying_algorithm | SMA666 | EVIL (666) | 10M | high | VXX MAGNETIZED BUY SMA666 [EVIL (666)] 10M | MAGNETIZED BUY — SMA 666 at 33.19 | 3 penny + 3 near touches across 4/10 bars | 2.3x expected | Capitular low: 32.79 | HIGH VOL | TF: 10M
[2026-03-18T09:22:54.489597] VXX | optimized_buying_algorithm | SMA576 | Time (144) | 10M | high | VXX MAGNETIZED BUY SMA576 [Time (144)] 10M | MAGNETIZED BUY — SMA 576 at 33.20 | 5 penny + 3 near touches across 6/10 bars | 3.8x expected | Capitular low: 32.79 | HIGH VOL | TF: 10M
[2026-03-18T09:23:46.609947] SVXY | optimized_buying_algorithm | SMA333 | EVIL (666) | 10M | high | SVXY MAGNETIZED BUY SMA333 [EVIL (666)] 10M | MAGNETIZED BUY — SMA 333 at 47.91 | 5 penny + 4 near touches across 6/10 bars | 2.7x expected | Capitular low: 47.44 | HIGH VOL | TF: 10M
[2026-03-18T09:23:48.287589] SVXY | optimized_buying_algorithm | SMA200 | S&P 500 System | 15M | high | SVXY MAGNETIZED BUY SMA200 [S&P 500 System] 15M | MAGNETIZED BUY — SMA 200 at 47.92 | 5 penny + 0 near touches across 4/10 bars | 3.9x expected | Capitular low: 47.44 | HIGH VOL | TF: 15M
[2026-03-18T09:23:48.558963] SVXY | optimized_buying_algorithm | SMA202 | Resource Missing (404) | 15M | high | SVXY MAGNETIZED BUY SMA202 [Resource Missing (404)] 15M | MAGNETIZED BUY — SMA 202 at 47.92 | 4 penny + 1 near touches across 4/10 bars | 3.1x expected | Capitular low: 47.44 | HIGH VOL | TF: 15M
[2026-03-18T09:24:59.463684] SPY | optimized_buying_algorithm | SMA101 | Resource Missing (404) | 1M | high | SPY MAGNETIZED BUY SMA101 [Resource Missing (404)] 1M | MAGNETIZED BUY — SMA 101 at 668.59 | 2 penny + 4 near touches across 5/10 bars | 2.7x expected | Capitular low: 667.93 | HIGH VOL | TF: 1M
[2026-03-18T09:25:37.070392] SPXU | automated_short_order | SMA50 | S&P 500 System | 2M | critical | SPXU AUTO SHORT SMA50 [S&P 500 System] 2M | AUTO SHORT — SMA 50 at 53.40 | OHLC4 53.40 (current bar) | Close 53.40 | Hard stop: 53.41 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:25:37.209854] SPXU | automated_short_order | SMA27 | Regression (432) | 2M | critical | SPXU AUTO SHORT SMA27 [Regression (432)] 2M | AUTO SHORT — SMA 27 at 53.41 | OHLC4 53.40 (current bar) | Close 53.40 | Hard stop: 53.42 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:25:37.430261] SPXU | automated_short_order | SMA28 | WTC (911) | 2M | critical | SPXU AUTO SHORT SMA28 [WTC (911)] 2M | AUTO SHORT — SMA 28 at 53.41 | OHLC4 53.40 (current bar) | Close 53.40 | Hard stop: 53.42 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:25:37.448715] SPXU | automated_short_order | SMA26 | SVIX (211) | 2M | critical | SPXU AUTO SHORT SMA26 [SVIX (211)] 2M | AUTO SHORT — SMA 26 at 53.40 | OHLC4 53.40 (current bar) | Close 53.40 | Hard stop: 53.41 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:25:38.656967] SPXU | automated_short_order | SMA30 | Dow Jones System | 3M | critical | SPXU AUTO SHORT SMA30 [Dow Jones System] 3M | AUTO SHORT — SMA 30 at 53.44 | OHLC4 53.44 (current bar) | Close 53.40 | Hard stop: 53.45 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:25:38.733090] SPXU | automated_short_order | SMA22 | LUCKY (777) | 3M | critical | SPXU AUTO SHORT SMA22 [LUCKY (777)] 3M | AUTO SHORT — SMA 22 at 53.44 | OHLC4 53.44 (current bar) | Close 53.40 | Hard stop: 53.45 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:25:38.754021] SPXU | automated_short_order | SMA777 | LUCKY (777) | 3M | critical | SPXU AUTO SHORT SMA777 [LUCKY (777)] 3M | AUTO SHORT — SMA 777 at 53.44 | OHLC4 53.44 (current bar) | Close 53.40 | Hard stop: 53.45 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:25:38.798499] SPXU | automated_short_order | SMA864 | Regression (432) | 3M | critical | SPXU AUTO SHORT SMA864 [Regression (432)] 3M | AUTO SHORT — SMA 864 at 53.44 | OHLC4 53.44 (current bar) | Close 53.40 | Hard stop: 53.45 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:25:38.965123] SPXU | automated_short_order | SMA752 | President 47 | 3M | critical | SPXU AUTO SHORT SMA752 [President 47] 3M | AUTO SHORT — SMA 752 at 53.44 | OHLC4 53.44 (current bar) | Close 53.40 | Hard stop: 53.45 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:25:40.376659] SPXU | automated_short_order | SMA20 | NASDAQ System | 5M | critical | SPXU AUTO SHORT SMA20 [NASDAQ System] 5M | AUTO SHORT — SMA 20 at 53.43 | OHLC4 53.42 (current bar) | Close 53.40 | Hard stop: 53.44 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:25:40.641603] SPXU | automated_short_order | SMA736 | President 46 | 5M | critical | SPXU AUTO SHORT SMA736 [President 46] 5M | AUTO SHORT — SMA 736 at 53.43 | OHLC4 53.42 (current bar) | Close 53.40 | Hard stop: 53.44 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:26:31.661995] SDS | automated_short_order | SMA77 | LUCKY (777) | 1M | critical | SDS AUTO SHORT SMA77 [LUCKY (777)] 1M | AUTO SHORT — SMA 77 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:26:33.402182] SDS | automated_short_order | SMA33 | EVIL (666) | 2M | critical | SDS AUTO SHORT SMA33 [EVIL (666)] 2M | AUTO SHORT — SMA 33 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:26:33.551003] SDS | automated_short_order | SMA46 | Time (365) | 2M | critical | SDS AUTO SHORT SMA46 [Time (365)] 2M | AUTO SHORT — SMA 46 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:26:33.577147] SDS | singular_point_hard_stop | SMA46 | Time (366) | 2M | critical | SDS HARD STOP SMA46 [Time (366)] 2M | HARD STOP — SMA 46 at 72.16 | Breach above $-0.02 | Close 72.14, High 72.18 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T09:26:35.004481] SDS | automated_short_order | SMA30 | Dow Jones System | 3M | critical | SDS AUTO SHORT SMA30 [Dow Jones System] 3M | AUTO SHORT — SMA 30 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:35.145750] SDS | automated_short_order | SMA864 | Regression (432) | 3M | critical | SDS AUTO SHORT SMA864 [Regression (432)] 3M | AUTO SHORT — SMA 864 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:35.146009] SDS | singular_point_hard_stop | SMA30 | 180 | 3M | critical | SDS HARD STOP SMA30 [180] 3M | HARD STOP — SMA 30 at 72.16 | Breach above $-0.02 | Close 72.14, High 72.18 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:26:35.171627] SDS | automated_short_order | SMA23 | Time (365) | 3M | critical | SDS AUTO SHORT SMA23 [Time (365)] 3M | AUTO SHORT — SMA 23 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:35.237464] SDS | singular_point_hard_stop | SMA23 | Time (366) | 3M | critical | SDS HARD STOP SMA23 [Time (366)] 3M | HARD STOP — SMA 23 at 72.16 | Breach above $-0.02 | Close 72.14, High 72.18 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:26:35.370467] SDS | automated_short_order | SMA24 | President 47 | 3M | critical | SDS AUTO SHORT SMA24 [President 47] 3M | AUTO SHORT — SMA 24 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:35.466185] SDS | automated_short_order | SMA844 | SVIX (211) | 3M | critical | SDS AUTO SHORT SMA844 [SVIX (211)] 3M | AUTO SHORT — SMA 844 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:35.500264] SDS | automated_short_order | SMA808 | Resource Missing (404) | 3M | critical | SDS AUTO SHORT SMA808 [Resource Missing (404)] 3M | AUTO SHORT — SMA 808 at 72.16 | OHLC4 72.16 (current bar) | Close 72.14 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:37.767333] SDS | automated_short_order | SMA422 | SVIX (211) | 5M | critical | SDS AUTO SHORT SMA422 [SVIX (211)] 5M | AUTO SHORT — SMA 422 at 72.14 | OHLC4 72.14 (current bar) | Close 72.12 | Hard stop: 72.15 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:26:42.499818] SDS | optimized_buying_algorithm | SMA114 | President 45 | 20M | high | SDS MAGNETIZED BUY SMA114 [President 45] 20M | MAGNETIZED BUY — SMA 114 at 71.95 | 3 penny + 1 near touches across 4/10 bars | 2.7x expected | Capitular low: 70.76 | HIGH VOL | TF: 20M
[2026-03-18T09:26:45.796517] SDS | automated_short_order | SMA54 | Regression (432) | 1H | critical | SDS AUTO SHORT SMA54 [Regression (432)] 1H | AUTO SHORT — SMA 54 at 72.16 | OHLC4 72.16 (prev bar) | Close 71.97 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:26:45.983144] SDS | automated_short_order | SMA52 | SVIX (211) | 1H | critical | SDS AUTO SHORT SMA52 [SVIX (211)] 1H | AUTO SHORT — SMA 52 at 72.16 | OHLC4 72.16 (prev bar) | Close 71.97 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:26:46.002140] SDS | automated_short_order | SMA51 | Resource Missing (404) | 1H | critical | SDS AUTO SHORT SMA51 [Resource Missing (404)] 1H | AUTO SHORT — SMA 51 at 72.16 | OHLC4 72.16 (prev bar) | Close 71.97 | Hard stop: 72.17 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:26:55.396576] SPXS | automated_short_order | SMA27 | Regression (432) | 3M | critical | SPXS AUTO SHORT SMA27 [Regression (432)] 3M | AUTO SHORT — SMA 27 at 38.19 | OHLC4 38.18 (prev bar) | Close 38.19 | Hard stop: 38.20 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:55.676391] SPXS | automated_short_order | SMA26 | SVIX (211) | 3M | critical | SPXS AUTO SHORT SMA26 [SVIX (211)] 3M | AUTO SHORT — SMA 26 at 38.19 | OHLC4 38.18 (prev bar) | Close 38.19 | Hard stop: 38.20 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:26:57.170930] SPXS | automated_short_order | SMA20 | NASDAQ System | 5M | critical | SPXS AUTO SHORT SMA20 [NASDAQ System] 5M | AUTO SHORT — SMA 20 at 38.16 | OHLC4 38.15 (current bar) | Close 38.12 | Hard stop: 38.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:26:57.321237] SPXS | automated_short_order | SMA555 | LUCKY (777) | 5M | critical | SPXS AUTO SHORT SMA555 [LUCKY (777)] 5M | AUTO SHORT — SMA 555 at 38.16 | OHLC4 38.15 (current bar) | Close 38.12 | Hard stop: 38.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:26:57.352701] SPXS | automated_short_order | SMA548 | Waring's Problem | 5M | critical | SPXS AUTO SHORT SMA548 [Waring's Problem] 5M | AUTO SHORT — SMA 548 at 38.16 | OHLC4 38.15 (current bar) | Close 38.12 | Hard stop: 38.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:26:57.502094] SPXS | automated_short_order | SMA736 | President 46 | 5M | critical | SPXS AUTO SHORT SMA736 [President 46] 5M | AUTO SHORT — SMA 736 at 38.16 | OHLC4 38.15 (current bar) | Close 38.12 | Hard stop: 38.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:01.186223] SPXS | optimized_buying_algorithm | SMA216 | Regression (432) | 15M | high | SPXS MAGNETIZED BUY SMA216 [Regression (432)] 15M | MAGNETIZED BUY — SMA 216 at 38.18 | 4 penny + 0 near touches across 4/10 bars | 2.9x expected | Capitular low: 37.06 | HIGH VOL | TF: 15M
[2026-03-18T09:27:06.672171] SPXS | automated_short_order | SMA50 | S&P 500 System | 1H | critical | SPXS AUTO SHORT SMA50 [S&P 500 System] 1H | AUTO SHORT — SMA 50 at 38.18 | OHLC4 38.18 (prev bar) | Close 38.01 | Hard stop: 38.19 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:06.779047] SPXS | automated_short_order | SMA55 | LUCKY (777) | 1H | critical | SPXS AUTO SHORT SMA55 [LUCKY (777)] 1H | AUTO SHORT — SMA 55 at 38.19 | OHLC4 38.18 (prev bar) | Close 38.01 | Hard stop: 38.20 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:06.828014] SPXS | automated_short_order | SMA54 | Regression (432) | 1H | critical | SPXS AUTO SHORT SMA54 [Regression (432)] 1H | AUTO SHORT — SMA 54 at 38.18 | OHLC4 38.18 (prev bar) | Close 38.01 | Hard stop: 38.19 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:07.071588] SPXS | automated_short_order | SMA52 | SVIX (211) | 1H | critical | SPXS AUTO SHORT SMA52 [SVIX (211)] 1H | AUTO SHORT — SMA 52 at 38.18 | OHLC4 38.18 (prev bar) | Close 38.01 | Hard stop: 38.19 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:07.089640] SPXS | automated_short_order | SMA51 | Resource Missing (404) | 1H | critical | SPXS AUTO SHORT SMA51 [Resource Missing (404)] 1H | AUTO SHORT — SMA 51 at 38.17 | OHLC4 38.18 (prev bar) | Close 38.01 | Hard stop: 38.18 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:13.857610] SH | automated_short_order | SMA33 | EVIL (666) | 2M | critical | SH AUTO SHORT SMA33 [EVIL (666)] 2M | AUTO SHORT — SMA 33 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:27:13.879120] SH | singular_point_hard_stop | SMA999 | EVIL (666) | 2M | critical | SH HARD STOP SMA999 [EVIL (666)] 2M | HARD STOP — SMA 999 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T09:27:13.887512] SH | singular_point_hard_stop | SMA44 | ICKY WOODS (888) | 2M | critical | SH HARD STOP SMA44 [ICKY WOODS (888)] 2M | HARD STOP — SMA 44 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T09:27:13.946440] SH | automated_short_order | SMA37 | Waring's Problem | 2M | critical | SH AUTO SHORT SMA37 [Waring's Problem] 2M | AUTO SHORT — SMA 37 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
